abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Katrin Hille', 'Sonja Quante', 'Wiebke F. Evers', 'Laura M. Walk']",10.1371/journal.pone.0197454,,5,2018,Evaluation of a teacher training program to enhance executive functions in preschool children,PLoS ONE,,,Bioinformatics
,"['Antonio Martínez-Sabater', 'Elena Chover-Sierra']",10.1371/journal.pone.0197377,,5,2018,Utility of social networks and online data collection in nursing research: Analysis of Spanish nurses’ level of knowledge about palliative care,PLoS ONE,,,Bioinformatics
,"['', 'Pierre Michetti', 'Michel H. Maillard', 'Florian Froehlich', 'Carla Vaucher', 'Valérie Pittet']",10.1371/journal.pone.0197351,,5,2018,Patient-reported healthcare expectations in inflammatory bowel diseases,PLoS ONE,,,Bioinformatics
,"['Arjen van Witteloostuijn', 'Ad van den Oord']",10.1371/journal.pone.0197024,,5,2018,A multi-level model of emerging technology: An empirical study of the evolution of biotechnology from 1976 to 2003,PLoS ONE,,,Bioinformatics
,"['Michael F. Green', 'Gerhard Hellemann', 'Marco Iacoboni', 'Allan D. Wu', 'Jonathan K. Wynn', 'Walter Dunn', 'Yuri Rassovsky']",10.1371/journal.pone.0197023,,5,2018,"Single transcranial direct current stimulation in schizophrenia: Randomized, cross-over study of neurocognition, social cognition, ERPs, and side effects",PLoS ONE,,,Bioinformatics
,"['Brandon C. Wheeler', 'Martin K. Fahy', 'Michael Heistermann', 'Barbara Tiddi']",10.1371/journal.pone.0197020,,5,2018,Male resource defense mating system in primates? An experimental test in wild capuchin monkeys,PLoS ONE,,,Bioinformatics
,"['Gregory A. Bryant', 'Matthew M. Gervais', 'Joseph H. Manson']",10.1371/journal.pone.0196729,,5,2018,General trust impedes perception of self-reported primary psychopathy in thin slices of social interaction,PLoS ONE,,,Bioinformatics
,"['Stephanie D. Stepp', 'Alison E. Hipwell', 'Phoenix A. Matthews', 'Kristen Wroblewski', 'Kate Keenan']",10.1371/journal.pone.0196327,,6,2018,Differences in childhood body mass index between lesbian/gay and bisexual and heterosexual female adolescents: A follow-back study,PLoS ONE,,,Bioinformatics
,"['Gabriela Topa', 'Carlos-María Alcover']",10.1371/journal.pone.0195973,,4,2018,"Work characteristics, motivational orientations, psychological work ability and job mobility intentions of older workers",PLoS ONE,,,Bioinformatics
,"['Hartmut Schächinger', 'Clemens Schroeder', 'Daniel Summermatter', 'Egemen Savaskan']",10.1371/journal.pone.0195693,,4,2018,Memory deficits for facial identity in patients with amnestic mild cognitive impairment (MCI),PLoS ONE,,,Bioinformatics
,"['Jacqueline E. W. Broerse', 'Marjolein Dieleman', 'Joyce M. Molenaar', 'Christine Ingemann', 'Elsbet Lodenstein']",10.1371/journal.pone.0195671,,4,2018,Informal social accountability in maternal health service delivery: A study in Northern Malawi,PLoS ONE,,,Bioinformatics
,"['Jenny Head', 'Nicola Shelton', 'Emily Murray', 'Charlotte Clark', 'Melanie Smuk', 'Ewan Carr', 'Stephen A. Stansfeld']",10.1371/journal.pone.0195495,,4,2018,Mid-life psychosocial work environment as a predictor of work exit by age 50,PLoS ONE,,,Bioinformatics
,"['Claudia Subic-Wrana', 'Mita Banerjee', 'Rüdiger Zwerenz', 'Jörg Wiltink', 'Janine Pastore-Molitor', 'Richard D. Lane', 'Katharina Gerzymisch', 'Manfred E. Beutel', 'Anna S. Herrmann']",10.1371/journal.pone.0195430,,4,2018,The impact of attachment distress on affect-centered mentalization: An experimental study in psychosomatic patients and healthy adults,PLoS ONE,,,Bioinformatics
,"['Neus Barrantes-Vidal', 'Carla Sharp', 'Jaume Vives', 'Ariadna Pérez-Domingo', 'Sergi Ballespí']",10.1371/journal.pone.0195303,,3,2018,Childhood behavioral inhibition is associated with impaired mentalizing in adolescence,PLoS ONE,,,Bioinformatics
,"['Adrian Raine', 'Fanghong Dong', 'Xin Qiao', 'Jianghong Liu']",10.1371/journal.pone.0195268,,5,2018,"The Chinese version of the cognitive, affective, and somatic empathy scale for children: Validation, gender invariance and associated factors",PLoS ONE,,,Bioinformatics
,"['Rosalind J. Wright', 'Itai Kloog', 'Joel Schwartz', 'Brent Coull', 'Ashley Pajak', 'Stefano Renzetti', 'Paul C. Curtin', 'Hsiao-Hsien Leon Hsu', 'Yueh-Hsiu Mathilda Chiu', 'Rosa Speranza', 'Perry E. Sheffield']",10.1371/journal.pone.0195267,,4,2018,Association between particulate air pollution exposure during pregnancy and postpartum maternal psychological functioning,PLoS ONE,,,Bioinformatics
,"['Denise Gorse', 'Ross C. Phillips']",10.1371/journal.pone.0195200,,4,2018,Cryptocurrency price drivers: Wavelet coherence analysis revisited,PLoS ONE,,,Bioinformatics
,"['Vanessa K. Dalton', 'Richard Adanu', 'Andrew Boakye', 'Melissa K. Zochowski', 'Sneha Challa', 'Jessica L. Dozier', 'Giselle Kolenic', 'Dana Loll', 'Elizabeth Ela', 'Lisa H. Harris', 'Abubakar Manu', 'Emmanuel Morhe', 'Kelli Stidham Hall']",10.1371/journal.pone.0195163,,4,2018,Factors associated with sexual and reproductive health stigma among adolescent girls in Ghana,PLoS ONE,,,Bioinformatics
,"['Maria Paz Loayza Hidalgo', 'Camila Morelatto de Souza', 'Felipe Gutiérrez Carvalho']",10.1371/journal.pone.0195078,,4,2018,Work routines moderate the association between eveningness and poor psychological well-being,PLoS ONE,,,Bioinformatics
,"['Helle Bruunsgaard', 'Rikke Lund', 'Bente Klarlund Pedersen', 'Åse Marie Hansen', 'Gitte Lindved Petersen', 'Rikke Krogh-Madsen', 'Anne-Sophie Wedell-Neergaard']",10.1371/journal.pone.0194991,,3,2018,Cardiorespiratory fitness and the metabolic syndrome: Roles of inflammation and abdominal obesity,PLoS ONE,,,Bioinformatics
,"['Katsunori Kondo', 'Chiyoe Murata', 'Koichiro Shiba', 'Naoki Kondo', 'Tami Saito']",10.1371/journal.pone.0194919,,3,2018,Income-based inequalities in caregiving time and depressive symptoms among older family caregivers under the Japanese long-term care insurance system: A cross-sectional analysis,PLoS ONE,,,Bioinformatics
,"['Edward Tronick', 'Kirsten Seibold', 'Mitho Müller', 'Alexandra Tietz', 'Corinna Reck']",10.1371/journal.pone.0194763,,5,2018,The impact of maternal anxiety disorder on mother-infant interaction in the postpartum period,PLoS ONE,,,Bioinformatics
,"['Jeffery L. Larkin', 'Emily Heggenstaller', 'Ashley A. Dayer', 'Seth H. Lutter']",10.1371/journal.pone.0194740,,4,2018,Effects of biological monitoring and results outreach on private landowner conservation management,PLoS ONE,,,Bioinformatics
,"['Flávia L. Osório', 'Nathiana B. Silva']",10.1371/journal.pone.0194731,,4,2018,Impact of an animal-assisted therapy programme on physiological and psychosocial variables of paediatric oncology patients,PLoS ONE,,,Bioinformatics
,"['Ju-Hyun Kim', 'Keiko Katagiri']",10.1371/journal.pone.0194703,,4,2018,Factors determining the social participation of older adults: A comparison between Japan and Korea using EASS 2012,PLoS ONE,,,Bioinformatics
,"['Rita Z. Goldstein', 'Anna B. Konova', 'Anna Zilverstand', 'Gabriela Gan', 'Keren Bachi', 'Muhammad A. Parvaz', 'Scott J. Moeller', 'Rebecca N. Preston-Campbell', 'Nelly Alia-Klein']",10.1371/journal.pone.0194444,,4,2018,Trait anger modulates neural activity in the fronto-parietal attention network,PLoS ONE,,,Bioinformatics
,"['Linda M. Niccolai', 'Joshua L. Warren', 'Elise G. Elliott', 'Zoe Humeau', 'Nicole C. Deziel']",10.1371/journal.pone.0194203,,3,2018,"Shale gas activity and increased rates of sexually transmitted infections in Ohio, 2000–2016",PLoS ONE,,,Bioinformatics
,"['Yue-Cune Chang', 'Ming-Der Lee', 'Chi-Wen Kao', 'Hui-Wan Chuang']",10.1371/journal.pone.0194178,,3,2018,"Effectiveness of Story-Centred Care Intervention Program in older persons living in long-term care facilities: A randomized, longitudinal study",PLoS ONE,,,Bioinformatics
,"['Arne Dekker', 'Peer Briken', 'Frederike Wenzlaff']",10.1371/journal.pone.0193616,,3,2018,"If there’s a penis, it’s most likely a man: Investigating the social construction of gender using eye tracking",PLoS ONE,,,Bioinformatics
,"['Si Jin', 'Shiwei Gong', 'Liang Zhang', 'Xiaoyun Pan', 'Jie Zhang', 'Jing Ren', 'Zhiguo Zhang', 'Xiaolei Xiong']",10.1371/journal.pone.0193273,,3,2018,Impact of universal medical insurance system on the accessibility of medical service supply and affordability of patients in China,PLoS ONE,,,Bioinformatics
,"['Daniel M. Weary', 'Jesse Robbins', 'Zetta Han', 'Katelyn E. Mills']",10.1371/journal.pone.0193262,,2,2018,Institutional transparency improves public perception of lab animal technicians and support for animal research,PLoS ONE,,,Bioinformatics
,"['Thomas Behrens', 'Thomas Brüning', 'Beate Pesch', 'Benjamin Kendzia', 'Joachim Schüz', 'Kurt Straif', 'Paolo Boffetta', 'Roel Vermeulen', 'Hans Kromhout', 'Vladimir Janout', 'Lenka Foretova', 'Vladimir Bencko', 'Rodica Stanescu Dumitru', 'John Field', 'Eleonora Fabianova', 'Jolanta Lissowska', 'Peter Rudnai', 'Neonila Szeszenia-Dabrowska', 'David Zaridze', 'Adonina Tardón', 'Neil Caporaso', 'Maria Teresa Landi', 'Paul Demers', 'John McLaughlin', 'Marie-Elise Parent', 'Cristina Fortes', 'Lorenzo Simonato', 'Lorenzo Richiardi', 'Franco Merletti', 'Dario Consonni', 'Per Gustavsson', 'Heinz-Erich Wichmann', 'Irene Brüske', 'Wolfgang Ahrens', 'Hermann Pohlabeln', 'Karl-Heinz Jöckel', 'Florence Guida', 'Isabelle Stücker', 'Ann Olsson', 'David I. Conway', 'Jack Siemiatycki', 'Jan Hovanec']",10.1371/journal.pone.0192999,,2,2018,Lung cancer and socioeconomic status in a pooled analysis of case-control studies,PLoS ONE,,,Bioinformatics
,"['Zainab Samaan', 'Lehana Thabane', 'Mahshid Dehghan', 'Shofiqul Islam', 'Pam Mackie', 'Elizabeth Iordan', 'Heather Sholer', 'Sumathy Rangarajan', 'Jane DeJesus', 'Wala El-Sheikh', 'Sharon Yeung', 'Rebecca B. Eisen', 'Laura Zielinski', 'Stefan Perera', 'Meha Bhatt']",10.1371/journal.pone.0192998,,2,2018,Profile of suicide attempts and risk factors among psychiatric patients: A case-control study,PLoS ONE,,,Bioinformatics
,"['Alexandra J. Richardson', 'Jennifer R. Burton', 'Alice Burton', 'Thees F. Spreckelsen', 'Paul Montgomery']",10.1371/journal.pone.0192909,,2,2018,"Docosahexaenoic acid for reading, working memory and behavior in UK children aged 7-9: A randomized controlled trial for replication (the DOLAB II study)",PLoS ONE,,,Bioinformatics
,"['Guilherme Loureiro Werneck', 'Mario Vianna Vettore', 'Fernando José Herkrath']",10.1371/journal.pone.0192771,,2,2018,Contextual and individual factors associated with dental services utilisation by Brazilian adults: A multilevel analysis,PLoS ONE,,,Bioinformatics
,"['Antonio Bernabe-Ortiz', 'Alejandro Piscoya', 'Angélica Rodríguez-Medina', 'Luis E. Sánchez-Siancas']",10.1371/journal.pone.0192764,,4,2018,"Association between perceived social support and induced abortion: A study in maternal health centers in Lima, Peru",PLoS ONE,,,Bioinformatics
,"['Zhiyuan Hou', 'Casey A. Li', 'Michelle Sotero', 'Jay J. Shen', 'Qing Wang']",10.1371/journal.pone.0192571,,2,2018,"Income, occupation and education: Are they related to smoking behaviors in China?",PLoS ONE,,,Bioinformatics
,"['Adriano Pasqualotti', 'Fausto Amaro', 'Jaime R. S. Fonseca', 'Barbara Barbosa Neves']",10.1371/journal.pone.0192119,,2,2018,Social capital and Internet use in an age-comparative perspective with a focus on later life,PLoS ONE,,,Bioinformatics
,"['Florian Justwan', 'Juliet E. Carlisle', 'Bert Baumgaertner']",10.1371/journal.pone.0191728,,1,2018,The influence of political ideology and trust on willingness to vaccinate,PLoS ONE,,,Bioinformatics
,"['Gilles Defer', 'Guy Launoy', 'Karine Droulon', 'Olivier Dejardin', 'Floriane Calocer']",10.1371/journal.pone.0191646,,2,2018,Socio-economic status influences access to second-line disease modifying treatment in Relapsing Remitting Multiple Sclerosis patients,PLoS ONE,,,Bioinformatics
,"['Hongbo Zhang', 'Yanyan Dong', 'Wen Huang', 'Nickolas Zaller', 'Don Operario', 'Qiaohong Yang']",10.1371/journal.pone.0191632,,2,2018,Depression and its correlations with health-risk behaviors and social capital among female migrants working in entertainment venues in China,PLoS ONE,,,Bioinformatics
,Young-Hoon Lee,10.1371/journal.pone.0191496,,1,2018,Socioeconomic differences among community-dwelling diabetic adults screened for diabetic retinopathy and nephropathy: The 2015 Korean Community Health Survey,PLoS ONE,,,Bioinformatics
,"['Sanne E. Hoeks', 'Hence J. M. Verhagen', 'Robert Jan Stolker', 'Anton G. M. Hoofwijk', 'Ellen V. Rouwet', 'Frederico Bastos Gonçalves', 'Elke K. M. Tjeertes', 'Klaas H. J. Ultee']",10.1371/journal.pone.0191464,,1,2018,The relation between household income and surgical outcome in the Dutch setting of equal access to and provision of healthcare,PLoS ONE,,,Bioinformatics
,"['Katherine M. Keyes', 'Julian Santaella-Tenorio', 'David S. Fink']",10.1371/journal.pone.0191405,,2,2018,Increase in suicides the months after the death of Robin Williams in the US,PLoS ONE,,,Bioinformatics
,"['Jan Hendrik Richardus', 'Wirastra Pamungkas', 'Oranuch Nampaisan', 'Sushil Koirala', 'Robert W. S. Coulter', 'Vicki Erasmus', 'Adi Nugroho']",10.1371/journal.pone.0191255,,1,2018,Driving factors of retention in care among HIV-positive MSM and transwomen in Indonesia: A cross-sectional study,PLoS ONE,,,Bioinformatics
,"['Claudia S. Lopes', 'Mikael Rostila', 'Aldair J. Oliveira', 'Ylva B. Almquist', 'Viviane S. Straatmann']",10.1371/journal.pone.0191253,,1,2018,Cross-lagged structural equation models for the relationship between health-related state and behaviours and body bullying in adolescence: findings from longitudinal study ELANA,PLoS ONE,,,Bioinformatics
,"['Kan Zhang', 'Xianghong Sun', 'Yan Ge', 'Weina Qu', 'Biying Shen']",10.1371/journal.pone.0190746,,1,2018,The relationship between personalities and self-report positive driving behavior in a Chinese sample,PLoS ONE,,,Bioinformatics
,"['José Ueleres Braga', 'Daniel Barros de Castro', 'Juliana de Souza Amancio', 'Elvira Maria Godinho de Seixas Maciel']",10.1371/journal.pone.0190578,,1,2018,"Social determinants of pulmonary tuberculosis treatment non-adherence in Rio de Janeiro, Brazil",PLoS ONE,,,Bioinformatics
,"['Hidenori Yamasue', 'Yukiko Kano', 'Hitoshi Kuwabara', 'Yuki Kawakubo', 'Miho Kuroda', 'Walid Yassin', 'Masaki Kojima', 'Keiho Owada']",10.1371/journal.pone.0190442,,1,2018,Computer-analyzed facial expression as a surrogate marker for autism spectrum social core symptoms,PLoS ONE,,,Bioinformatics
,"['Irwin E. Redlener', 'Rachel K. MacKenzie', 'Sarah A. MacLean', 'Maria Scigliano', 'Corey Hannah Basch', 'Anupa Fabian', 'Delaney Gracy']",10.1371/journal.pone.0190254,,1,2018,Missed opportunities: Do states require screening of children for health conditions that interfere with learning?,PLoS ONE,,,Bioinformatics
,"['Shahpar Haghighat', 'Seyed Mehdi Tabatabaei', 'Samaneh Hosseinzadeh', 'Ashkan Irani', 'Leila Angooti Oshnari', 'Navid Mirzakhany', 'Bahareh Abbasi']",10.1371/journal.pone.0190231,,1,2018,"The effect of relaxation techniques on edema, anxiety and depression in post-mastectomy lymphedema patients undergoing comprehensive decongestive therapy: A clinical trial",PLoS ONE,,,Bioinformatics
,"['Rajesh Kumar Rai', 'Abhijit Chowdhury', 'Anamitra Barik', 'Ashoke Gorain']",10.1371/journal.pone.0190117,,12,2017,Preference in place of delivery among rural Indian women,PLoS ONE,,,Bioinformatics
,"['Karim Samoura', 'Céline Campagna', 'Jean-Philippe Waaub', 'André Ravel', 'Pascal Michel', 'Pierre Gosselin', 'Valerie Hongoh']",10.1371/journal.pone.0190049,,12,2017,Criteria for the prioritization of public health interventions for climate-sensitive vector-borne diseases in Quebec,PLoS ONE,,,Bioinformatics
,"['Marta Miret', 'José Luis Ayuso-Mateos', 'María Cabello', 'Natalia Martín-María', 'Francisco Félix Caballero', 'Laura Alejandra Rico-Uribe']",10.1371/journal.pone.0190033,,1,2018,Association of loneliness with all-cause mortality: A meta-analysis,PLoS ONE,,,Bioinformatics
,"['Catherine H. Mercer', 'Pam Sonnenberg', 'Anne M. Johnson', 'Elizabeth Fuller', 'Kirsten Gravningen', 'Jessica Datta', 'Kirstin R. Mitchell', 'Kaye Wellings', 'Philip Prah', 'Soazig Clifton', 'Bob Erens', 'Clare Tanton', 'Rebecca S. Geary']",10.1371/journal.pone.0189607,,1,2018,"Sexual identity, attraction and behaviour in Britain: The implications of using different dimensions of sexual orientation to estimate the size of sexual minority populations and inform public health interventions",PLoS ONE,,,Bioinformatics
,"['Adrian Sleigh', 'Sam-ang Seubsman', 'Cathy Banwell', 'Martyn Kirk', 'Vasoontara Yiengprugsawan', 'Wimalin Rimpeekool']",10.1371/journal.pone.0189574,,12,2017,"Nutrition label experience, obesity, high blood pressure, and high blood lipids in a cohort of 42,750 Thai adults",PLoS ONE,,,Bioinformatics
,"['Paul S. F. Yip', 'Qijin Emily Cheng', 'John Bacon-Shone', 'King Wa Fu', 'Cecilia Cheng', 'Michael Chau', 'Paul W. C. Wong', 'Yik Wa Law', 'Tim M. H. Li', 'Melissa Chan']",10.1371/journal.pone.0189023,,12,2017,Engagement of vulnerable youths using internet platforms,PLoS ONE,,,Bioinformatics
,"['Abi Fisher', 'Ade Kearns', 'Lee Smith', 'Marcella Ucci', 'Russell Jones', 'Alexia D. M. Sawyer']",10.1371/journal.pone.0188962,,12,2017,Cross-sectional interactions between quality of the physical and social environment and self-reported physical activity in adults living in income-deprived communities,PLoS ONE,,,Bioinformatics
,"['Inma Estevez', 'Guiomar Liste', 'Irene Campderrich']",10.1371/journal.pone.0188931,,12,2017,The looks matter; aggression escalation from changes on phenotypic appearance in the domestic fowl,PLoS ONE,,,Bioinformatics
,"['Takahiko Tokuda', 'Toshiki Mizuno', 'Masanori Nakagawa', 'David Allsop', 'Naoto Terada', 'Tomohiro Chiyonobu', 'Masafumi Morimoto', 'Wing Tung Esther Yeung', 'Takuma Ohmichi', 'Ryotaro Ishii', 'Masaki Kondo', 'Harutsugu Tatebe', 'Takashi Kasai']",10.1371/journal.pone.0188802,,11,2017,Increased levels of plasma total tau in adult Down syndrome,PLoS ONE,,,Bioinformatics
,"['Jiu-Chiuan Chen', 'Laura A. Baker', 'Jun Wu', 'Fred Lurmann', 'Meredith Franklin', 'Diana Younan', 'Catherine Tuvblad', 'Pan Wang']",10.1371/journal.pone.0188731,,12,2017,Socioeconomic disparities and sexual dimorphism in neurotoxic effects of ambient fine particles on youth IQ: A longitudinal analysis,PLoS ONE,,,Bioinformatics
,"['Janine L. Brown', 'Kari A. Morfeld']",10.1371/journal.pone.0188701,,11,2017,Metabolic health assessment of zoo elephants: Management factors predicting leptin levels and the glucose-to-insulin ratio and their associations with health parameters,PLoS ONE,,,Bioinformatics
,"['Alexis A. Merdjanoff', 'David M. Abramson', 'Rachael Piltch-Loeb']",10.1371/journal.pone.0188666,,12,2017,"Risk salience of a novel virus: US population risk perception, knowledge, and receptivity to public health interventions regarding the Zika virus prior to local transmission",PLoS ONE,,,Bioinformatics
,"['Zsuzsanna Callaerts-Vegh', 'Rudi D’Hooge', 'Patrick Callaerts', 'Jason Clements', 'Michiel van Boxelaere']",10.1371/journal.pone.0188537,,11,2017,Unpredictable chronic mild stress differentially impairs social and contextual discrimination learning in two inbred mouse strains,PLoS ONE,,,Bioinformatics
,"['Pinaki Panigrahi', 'Lauren Sager', 'Matthew C. Freeman', 'Bethany Caruso', 'Robert Dreibelbis', 'Bhabani Das', 'Krushna Chandra Sahoo', 'Ambarish Dutta', 'Padmalaya Das', 'Belen Torondel', 'Bijaya Padhi', 'Kelly K. Baker']",10.1371/journal.pone.0188234,,12,2017,"From menarche to menopause: A population-based assessment of water, sanitation, and hygiene risk factors for reproductive tract infection symptoms over life stages in rural girls and women in India",PLoS ONE,,,Bioinformatics
,"['Paul Avillach', 'Hervé Caci', 'Karine Rebouillat-Savy', 'Hervé Haas', 'Jean-Michel Gozzo', 'Diane Brandone', 'Marion Rampal', 'David Darmon', 'Nicolas Geghre', 'Laurie Tran', 'Antoine Tran']",10.1371/journal.pone.0188187,,11,2017,Health assessment of French university students and risk factors associated with mental health disorders,PLoS ONE,,,Bioinformatics
,"['Jozef Corveleyn', 'Patricia Martinez Uribe', 'Odin Hjemdal', 'Roxanna Morote']",10.1371/journal.pone.0187954,,11,2017,"Psychometric properties of the Resilience Scale for Adults (RSA) and its relationship with life-stress, anxiety and depression in a Hispanic Latin-American community sample",PLoS ONE,,,Bioinformatics
,"['Andrea F. de Winter', 'Roy E. Stewart', 'Margriet Hielkema', 'Sijmen A. Reijneveld']",10.1371/journal.pone.0187750,,12,2017,The added value of a family-centered approach to optimize infants’ social-emotional development: A quasi-experimental study,PLoS ONE,,,Bioinformatics
,"['Quynh C. Nguyen', 'Dapeng Li', 'Suraj Kath', 'Hsien-Wen Meng']",10.1371/journal.pone.0187691,,11,2017,National substance use patterns on Twitter,PLoS ONE,,,Bioinformatics
,"['Davy Vancampfort', 'Benjamin Gardner', 'Lee Smith', 'Brendon Stubbs', 'Ai Koyanagi']",10.1371/journal.pone.0186992,,10,2017,Correlates of physical activity among community-dwelling adults aged 50 or over in six low- and middle-income countries,PLoS ONE,,,Bioinformatics
,"['Heejung Bang', 'Andrew I. Chin', 'Jennifer E. Flythe', 'Yi Mu', 'Raj N. Manickam', 'Abhijit V. Kshirsagar']",10.1371/journal.pone.0186651,,10,2017,"Area-level poverty, race/ethnicity & dialysis star ratings",PLoS ONE,,,Bioinformatics
,"['Rita Giacaman', 'Ernestina Coast', 'Shiraz Nasr', 'Suzan Mitwalli', 'Rula Ghandour', 'Tiziana Leone', 'Katie Bates']",10.1371/journal.pone.0186610,,10,2017,Women’s health in the occupied Palestinian territories: Contextual influences on subjective and objective health measures,PLoS ONE,,,Bioinformatics
,"['Marcio Roberto Pie', 'Ricardo Luiz Viana', 'Felipe Marcel Neves']",10.1371/journal.pone.0185968,,10,2017,Recurrence analysis of ant activity patterns,PLoS ONE,,,Bioinformatics
,"['Mikael Puurtinen', 'Franz J. Weissing', 'Pieter van den Berg', 'Lucas Molleman', 'Jaakko Junikka']",10.1371/journal.pone.0185859,,10,2017,"Assortment, but not knowledge of assortment, affects cooperation and individual success in human groups",PLoS ONE,,,Bioinformatics
,"['Candice Reardon', 'Gavin George', 'Kwaku Oppong Asante', 'Richard G. Cowden', 'Kaymarlin Govender']",10.1371/journal.pone.0185815,,10,2017,Validation of the child and youth resilience measure among South African adolescents,PLoS ONE,,,Bioinformatics
,"['Mai Stafford', 'Claire Crawford', 'Alissa Goodman', 'Catharine Gale', 'Rebecca Hardy', 'David Bann', 'Natasha Wood']",10.1371/journal.pone.0185798,,10,2017,Childhood socioeconomic position and adult mental wellbeing: Evidence from four British birth cohort studies,PLoS ONE,,,Bioinformatics
,"['', 'Mireia Forner', 'Inmaculada Bonaventura', 'Luis Hernández', 'Teresa Ayuso', 'Eduardo Duran', 'Oscar Fernández']",10.1371/journal.pone.0185766,,10,2017,Treatment satisfaction with injectable disease-modifying therapies in patients with relapsing-remitting multiple sclerosis (the STICK study),PLoS ONE,,,Bioinformatics
,"['Mirjam Knörnschild', 'Christina A. S. Mumm']",10.1371/journal.pone.0185733,,10,2017,Territorial choruses of giant otter groups (Pteronura brasiliensis) encode information on group identity,PLoS ONE,,,Bioinformatics
,"['Robert C. Kaplan', 'Sylvia Wassertheil-Smoller', 'Hugo Salgado', 'Krista Perreira', 'Kristine M. Molina', 'Aida L. Giachello', 'Rebeca A. Espinoza', 'Martha L. Daviglus', 'Sheila F. Castañeda', 'Jianwen Cai', 'Janice M. Barnhart', 'Elva M. Arredondo', 'Molly Jung', 'Shir Lerman']",10.1371/journal.pone.0185661,,2,2018,Religiosity prevalence and its association with depression and anxiety symptoms among Hispanic/Latino adults,PLoS ONE,,,Bioinformatics
,"['Vincent Larivière', 'Rodrigo Costas', 'Nadine Desrochers', 'Maxime Sainte-Marie', 'Adrián A. Díaz-Faes', 'Adèle Paul-Hus']",10.1371/journal.pone.0185578,,10,2017,"Beyond funding: Acknowledgement patterns in biomedical, natural and social sciences",PLoS ONE,,,Bioinformatics
,"['Michel Wensing', 'Jan van Lieshout', 'Naomi Heijmans']",10.1371/journal.pone.0185341,,9,2017,Social network composition of vascular patients and its associations with health behavior and clinical risk factors,PLoS ONE,,,Bioinformatics
,"['Alexandra Louise Whittaker', 'Gordon Stanley Howarth', 'Rebecca Peta George', 'Timothy Hugh Barker']",10.1371/journal.pone.0185135,,9,2017,"Assessment of housing density, space allocation and social hierarchy of laboratory rats on behavioural measures of welfare",PLoS ONE,,,Bioinformatics
,"['Lauren J. Breen', 'Amanda Bolleter', 'Denise Howting', 'Bruce Rumbold', 'Samar M. Aoun']",10.1371/journal.pone.0184750,,10,2017,Bereavement support for family caregivers: The gap between guidelines and practice in palliative care,PLoS ONE,,,Bioinformatics
,"['Hajo Zeeb', 'Tilman Brand', 'Nicholas Kofi Adjei']",10.1371/journal.pone.0184676,,9,2017,"Gender inequality in self-reported health among the elderly in contemporary welfare countries: A cross-country analysis of time use activities, socioeconomic positions and family characteristics",PLoS ONE,,,Bioinformatics
,"['Gerhard von der Emde', 'Frank Kirschbaum', 'Martin Worm']",10.1371/journal.pone.0184622,,9,2017,Social interactions between live and artificial weakly electric fish: Electrocommunication and locomotor behavior of Mormyrus rume proboscirostris towards a mobile dummy fish,PLoS ONE,,,Bioinformatics
,"['Mark A. Rothstein', 'Amy L. McGuire', 'Mary A. Majumder', 'Amanda M. Gutierrez', 'Hayley A. Peoples', 'Jill Oliver Robinson', 'Stacey Pereira']",10.1371/journal.pone.0184525,,9,2017,Do privacy and security regulations need a status update? Perspectives from an intergenerational survey,PLoS ONE,,,Bioinformatics
,"['Osnat Lavenda', 'Menachem Ben-Ezra', 'Elazar Leshem', 'Yuval Palgi', 'Yaira Hamama-Raz']",10.1371/journal.pone.0184327,,9,2017,Typhoon survivors' subjective wellbeing—A different view of responses to natural disaster,PLoS ONE,,,Bioinformatics
,"['Umberto Castiello', 'Raffaella Motta', 'Diego Miotto', 'Luisa Sartori', 'Sanja Budisavljevic', 'Chiara Begliomini', 'Maria Grazia Di Bono']",10.1371/journal.pone.0184008,,8,2017,Decoding social intentions in human prehensile actions: Insights from a combined kinematics-fMRI study,PLoS ONE,,,Bioinformatics
,"['Matthias Gamer', 'Aleya Felicia Flechsenhar']",10.1371/journal.pone.0183799,,8,2017,Top-down influence on gaze patterns in the presence of social features,PLoS ONE,,,Bioinformatics
,"['Omu A. Anzala', 'Marianne W. Mureithi', 'Delvin Nyasani', 'Rose Sajabi', 'Gaudensia N. Mutua', 'Borna A. Nyaoke']",10.1371/journal.pone.0183788,,9,2017,"Volunteer motivators for participating in HIV vaccine clinical trials in Nairobi, Kenya",PLoS ONE,,,Bioinformatics
,"['Noël C. Barengo', 'Juan Manuel Lozano', 'Melissa Ward-Peterson', 'Peter Ashman', 'Alice Kim']",10.1371/journal.pone.0183782,,8,2017,Racial disparities in cancer-related survival in patients with squamous cell carcinoma of the esophagus in the US between 1973 and 2013,PLoS ONE,,,Bioinformatics
,"['Philip Roetman', 'K. Heidy Kikillus', 'Belinda Chiera', 'Hayley Tindle', 'Gillian Quinton', 'Carla A. Litchfield']",10.1371/journal.pone.0183455,,8,2017,The ‘Feline Five’: An exploration of personality in pet cats (Felis catus),PLoS ONE,,,Bioinformatics
,"['Marjolein E. de Vugt', 'Frans R. J. Verhey', 'Nico Rozendaal', 'Martin P. J. van Boxtel', 'Alieske E. H. Dam']",10.1371/journal.pone.0183386,,9,2017,Development and feasibility of Inlife: A pilot study of an online social support intervention for informal caregivers of people with dementia,PLoS ONE,,,Bioinformatics
